"MF_rel","DBF_rel","DNF_rel","EBF_rel","ENF_rel","lat"
0.204384017461782,0.0474124979320145,0,0.0452555585687972,0.702947926037406,-52.5624999957437
0.268145583306557,0.13227892538062,0,0.0175398865442998,0.582035604768522,-52.5208333290812
0.205236089139552,0.311893756865319,0,0.0104233916620141,0.472446762333116,-52.4791666624187
0.266592427510481,0.300993323596892,0,0.0140503579877813,0.418363890904846,-52.4374999957562
0.206813529888023,0.291945725522847,0,0.00905681148850867,0.492183933100621,-52.3749999957625
0.167493788657413,0.338694990672472,0,0.0186024392939573,0.475208781376157,-52.3124999957687
0.213504929187829,0.290882596957163,0,0.00770754168669631,0.487904932168312,-52.2708333291062
0.204557190363607,0.292162053810516,0,0.0155244691529003,0.487756286672977,-52.2291666624437
0.199090098849069,0.390001181100816,0,0.0112981132007576,0.399610606849357,-52.1874999957812
0.251566238114142,0.374038347903948,0,0.0025667582821593,0.37182865569975,-52.1249999957875
0.390671109433369,0.218633283662306,0,0.00439375582406505,0.38630185108026,-52.0624999957937
0.416190338234537,0.129242080957914,0,0.0239531283912025,0.430614452416346,-52.0208333291312
0.269503968354775,0.212922639026363,0,0.0397971252845235,0.477776267334338,-51.9791666624687
0.186683237678502,0.114807773128076,0,0.102417956451341,0.596091032742081,-51.9374999958062
0.210934338480718,0.0567720057991205,0,0.0341572849015721,0.698136370818589,-51.8749999958125
0.207497444653748,0.074519781070649,0,0.0442369992477941,0.673745775027809,-51.8124999958187
0.243322188865499,0.184660393074779,0,0.0107499549051657,0.561267463154556,-51.7708333291562
0.29534802084458,0.168300566570001,0,0.01005049988797,0.526300912697449,-51.7291666624937
0.428718170357089,0.0595372718596536,0,0.00590803757038811,0.505836520212869,-51.6874999958312
0.220589085883939,0.122249241700348,0,0.0240837797021854,0.633077892713528,-51.6249999958375
0.295632686205883,0.182854562693082,0,0.0665389657795556,0.454973785321479,-51.5624999958437
0.379535233464773,0.161827241012494,0,0.0785167863412843,0.380120739181449,-51.5208333291812
0.421758132052852,0.152733029146854,0,0.0652757672544026,0.360233071545892,-51.4791666625187
0.332174272631265,0.0766417999739578,0,0.00297845652454232,0.588205470870235,-51.4374999958562
0.249803328542085,0.132112685580919,0,0.0096984052822212,0.608385580594776,-51.3749999958625
0.324531793593392,0.0468641225825327,0,0.0279021597382496,0.600701924085826,-51.3124999958687
0.520264898535079,0.0659696048132471,0,0,0.413765496651674,-51.2708333292062
0.457860087120445,0.0188014099161295,0,0.00758121373008374,0.515757289233342,-51.2291666625437
0.489523925852347,0.0571643232637548,0,0.00996742931679708,0.443344321567101,-51.1874999958812
0.407653735646355,0.0975727497393739,0,0.0195524337211079,0.475221080893163,-51.1249999958875
0.436325666309815,0.0045293080495406,0,0.0296026883457659,0.529542337294878,-51.0624999958937
0.341953701731728,0.0196632469841557,0,0.00322100431275297,0.635162046971363,-51.0208333292312
0.292007418088953,0.030908023492244,0,0.0580643400964772,0.619020218322326,-50.9791666625687
0.337917155356903,0.0941879233350182,0,0.0823874769529255,0.485507444355153,-50.9374999959062
0.286583146886589,0.0794600229934723,0,0.0843488027815172,0.549608027338422,-50.8749999959125
0.330166449918817,0.110356059414374,0,0.0976199072890182,0.461857583377791,-50.8124999959187
0.119530252496554,0.129490492437628,0,0.133280936064113,0.617698319001704,-50.7708333292562
0.315806915075854,0.0614560306921704,0,0.103912013253721,0.518825040978254,-50.7291666625937
0.305082302657479,0.026130030547559,0,0.0555324214681253,0.613255245326837,-50.6874999959312
0.296484809058636,0.0668029992946372,0,0.075075780909612,0.561636410737115,-50.6249999959375
0.348073653884401,0.115542669280773,0,0.122452054010482,0.413931622824344,-50.5624999959437
0.276762415581854,0.0554362004708167,0,0.0905426818589881,0.577258702088341,-50.5208333292812
0.517552284488409,0,0,0.0417745711667192,0.440673144344872,-50.4791666626187
0.350394067562914,0.017695992893591,0,0.0584270011455863,0.573482938397909,-50.4374999959562
0.342459695075181,0.0372935064068119,0,0.050259241831985,0.569987556686022,-50.3749999959625
0.522991260326099,0.0231839174258439,0,0.0395120090373315,0.414312813210725,-50.3124999959687
0.443587540546951,0.0148711132959806,0,0.0481162933091155,0.493425052847953,-50.2708333293062
0.225756220990493,0.00985828548373496,0,0.0671379919471151,0.697247501578657,-50.2291666626437
0.255273216818688,0.0363082314717604,0,0.0374522693275485,0.670966282382003,-50.1874999959812
0.264615569766148,0.00797660206047904,0,0.0831925088427486,0.644215319330624,-50.1249999959875
0.290896994024238,0.0526698695944347,0,0.0917693987896095,0.564663737591718,-50.0624999959937
0.228232493445414,0.0483253103879979,0,0.14442694110685,0.579015255059738,-50.0208333293312
0.276046867609772,0.0177066364404722,0,0.114821444147761,0.591425051801995,-49.9791666626687
0.206540834969865,0.00503012746856153,0,0.0266033584103037,0.761825679151269,-49.9374999960062
0.211573571310369,0.000529872684748045,0,0.0649000486251529,0.72299650737973,-49.8749999960125
0.276628663464772,0.0175819451715541,0,0.186959374891324,0.518830016472349,-49.8124999960187
0.303396095884085,0.0142060316385139,0,0.244877451236948,0.437520421240453,-49.7708333293562
0.304821123392047,0.0310322693588112,0,0.190203306291051,0.473943300958091,-49.7291666626937
0.319783939644234,0.0222823211268605,0,0.259624465353044,0.398309273875862,-49.6874999960312
0.232502761987266,0.0279672860259135,0,0.20336483608862,0.5361651158982,-49.6249999960375
0.276770027092425,0,0.00118236222309397,0.0537792257228214,0.66826838496166,-49.5624999960437
0.297671186318571,0.0422287498038137,0.00495424923229885,0.013772900519174,0.641372914126143,-49.5208333293812
0.338401247361255,0.00744679215701081,0,0.0483095910875688,0.605842369394165,-49.4791666627187
0.259858405304039,0.0236101585871163,0.0144608503690718,0.0439547258531766,0.658115859886596,-49.4374999960562
0.299180973319003,0.0806306039332455,0.021008488887897,0.0150099395692783,0.584169994290576,-49.3749999960625
0.353552440392718,0.0200125262645424,0,0.0181943241534446,0.608240709189295,-49.3124999960687
0.285972762271104,0.0630418100448924,0,0.0503876163524412,0.600597811331563,-49.2708333294062
0.317351330734432,0.064308265152811,0,0.06261470517068,0.555725698942077,-49.2291666627437
0.239718180526904,0.0554296365201782,0,0.0699101552085272,0.634942027744391,-49.1874999960812
0.299328529942264,0.0836037798285528,0,0.0274482119615006,0.589619478267683,-49.1249999960875
0.382271209052681,0.0439955671626481,0,0.0264518185619503,0.54728140522272,-49.0624999960937
0.392438639332354,0.0344504490467515,0,0.0372675411836063,0.535843370437289,-49.0208333294312
0.313195631166696,0.0848058930488344,0,0.0767965979256146,0.525201877858855,-48.9791666627687
0.361065186998999,0.0594305431897636,0,0.0220178082981281,0.55748646151311,-48.9374999961062
0.432812774143434,0.0216131076510469,0,0.0492192309828506,0.496354887222668,-48.8749999961125
0.564150166835877,0.0174252053377061,0,0.0282476542219929,0.390176973604424,-48.8124999961187
0.461056393052951,0.0134074276325686,0,0.0790479221984572,0.446488257116023,-48.7708333294562
0.400847563974015,0.00288687102870821,0,0.068233739280836,0.528031825716441,-48.7291666627937
0.501791127671085,0.00671043125942405,0,0.0533749410264373,0.438123500043054,-48.6874999961312
0.52293142923126,0.00666049635007762,0,0.0645039787291381,0.405904095689525,-48.6249999961375
0.464319505573286,0.00680101059839562,0,0.0581996369812844,0.470679846847034,-48.5624999961437
0.585211660860041,0.0134525902468614,0,0.0392734080060287,0.362062340887069,-48.5208333294812
0.570730769908259,0.0322690047957922,0,0.070874784905912,0.326125440390037,-48.4791666628187
0.502881319521591,0.0428213178106514,0,0.0458641578186611,0.408433204849096,-48.4374999961562
0.533309083294717,0.0150331972851406,0,0.0512522541771364,0.400405465243006,-48.3749999961625
0.584399063348305,0.0182393285413842,0,0.0475797113454203,0.349781896764891,-48.3124999961687
0.62717028280225,0.0226119771149353,0,0.0548792635183704,0.295338476564445,-48.2708333295062
0.564046903019538,0.0171091491372115,0,0.0895767222119338,0.329267225631317,-48.2291666628437
0.615968228141196,0.0177048504872843,0,0.0476156060451376,0.318711315326382,-48.1874999961812
0.565322389405313,0.00667988513532851,0,0.0683097326517774,0.359687992807581,-48.1249999961875
0.496108338696557,0.00317438349928059,0,0.112614998098268,0.388102279705895,-48.0624999961937
0.463346473484508,0.00391685557591852,0,0.0991791589612509,0.433557511978323,-48.0208333295312
0.483563005149192,0.00646462894347053,0,0.0987685156805139,0.411203850226824,-47.9791666628687
0.538578416321754,0.00319023619701929,0,0.0642172384761202,0.394014109005107,-47.9374999962062
0.480237631287817,0.00882319493826988,0,0.0862746229000439,0.424664550873869,-47.8749999962125
0.426341852281601,0.007115968266153,0,0.181529801518728,0.385012377933518,-47.8124999962187
0.443873241412366,0.00543750839189017,0,0.146721636915444,0.4039676132803,-47.7708333295562
0.493174352340524,0.0106170215671935,0,0.142702921496187,0.353505704596096,-47.7291666628937
0.539628626825476,0.0296329000822155,0,0.123947335613943,0.306791137478365,-47.6874999962312
0.597363067410422,0.0174450439332976,0,0.115130899271617,0.270060989384664,-47.6249999962375
0.692318128152403,0.00564968347357826,0,0.133554997288497,0.168477191085521,-47.5624999962437
0.640564018170623,0.0232219936425046,0,0.113921019172812,0.222292969014061,-47.5208333295812
0.808020585355733,0.0435066621809508,0,0.0395423501927052,0.108930402270611,-47.4791666629187
0.650203529893021,0.0368131436964788,0,0.0889964286615904,0.22398689774891,-47.4374999962562
0.715193755666879,0.0223680508185791,0,0.13535133928869,0.127086854225852,-47.3749999962625
0.745466281103256,0.0286221559610074,0,0.15285026348618,0.0730612994495563,-47.3124999962687
0.577674877330394,0.00773830332568108,0,0.181283147135413,0.233303672208512,-47.2708333296062
0.516479831762229,0.0337425156582981,0,0.238290917481891,0.211486735097582,-47.2291666629437
0.415015534847731,0.0311664569323835,0,0.181152279332339,0.372665728887547,-47.1874999962812
0.246252289618816,0.00624735237091673,0,0.35794062756386,0.389559730446407,-47.1249999962875
0.270276643523642,0.0217677189038698,0,0.397465430260681,0.310490207311807,-47.0624999962937
0.271166646064686,0.0103512976943406,0,0.304491271605273,0.4139907846357,-47.0208333296312
0.389723304321431,0.00543535781287782,0,0.241746686710042,0.363094651155648,-46.9791666629687
0.434095734911656,0.0212609801501899,0,0.304876411569855,0.239766873368299,-46.9374999963062
0.275658896810355,0.0170419768976794,0,0.451885433802122,0.255413692489843,-46.8749999963125
0.174581170023893,0.0144186018805671,0,0.472217936406666,0.338782291688874,-46.8124999963187
0.17688380236219,0.0073767171157167,0,0.383135154026591,0.432604326495502,-46.7708333296562
0.236421436521226,0.0103134854764707,0,0.378231163395602,0.375033914606701,-46.7291666629937
0.291678587619632,0.00658287456267126,0,0.293480543650804,0.408257994166893,-46.6874999963312
0.267721039381926,0.00269090434992199,0,0.452255986370997,0.277332069897154,-46.6249999963375
0.220294387965105,0.00178669451404931,0,0.490902987001764,0.287015930519082,-46.5624999963437
0.315941918099998,0.000503414133165209,0.000414046874419584,0.434313115896047,0.24882750499637,-46.5208333296812
0.282176401609667,0.00246305337365184,0,0.370379352911499,0.344981192105182,-46.4791666630187
0.375519771266958,0.000931656183448912,0,0.296472778311455,0.327075794238138,-46.4374999963562
0.373696447483847,0.00414513418084647,0,0.316215445731987,0.305942972603319,-46.3749999963625
0.408389211532715,0.00165522663213392,0,0.281754291304002,0.308201270531149,-46.3124999963687
0.450251291790386,0.0021600047567431,0,0.256337956177718,0.291250747275153,-46.2708333297062
0.35256104735096,0.00188422072977938,0,0.321489274520304,0.324065457398956,-46.2291666630437
0.32627776252717,0.00458072784668986,0,0.29649949013443,0.37264201949171,-46.1874999963812
0.324396320117057,0.0038721959449838,0,0.259623816480474,0.412107667457485,-46.1249999963875
0.275362834451914,0.00550393190576304,0,0.254402373102531,0.464730860539792,-46.0624999963937
0.292890020048811,0.00815972891092625,0,0.194068567539135,0.504881683501128,-46.0208333297312
0.303918412162518,0.00943199224410026,0,0.185271043149531,0.501378552443851,-45.9791666630687
0.236100761805835,0.00574626442648915,0,0.192829486105061,0.565323487662615,-45.9374999964062
0.225508346515737,0.00888398240694984,0,0.201727320201142,0.563880350876171,-45.8749999964125
0.214208555604037,0.00609439691053627,0,0.205567458815409,0.574129588670018,-45.8124999964187
0.276765422396649,0.00826359864620533,0,0.18803064103632,0.526940337920826,-45.7708333297562
0.256196372511352,0.00761825893755314,0,0.188612203183684,0.547573165367411,-45.7291666630937
0.268293448974473,0.0107846758335353,0,0.226066444580396,0.494855430611596,-45.6874999964312
0.330678803619197,0.00721221154650391,0,0.220224888032837,0.441884096801462,-45.6249999964375
0.315729416423797,0.0137059002490896,0,0.215795435082386,0.454769248244727,-45.5624999964437
0.298692441140862,0.00784627233437517,0,0.219049601703284,0.474411684821479,-45.5208333297812
0.264105102707465,0.00348677310043555,0,0.270740390822734,0.461667733369366,-45.4791666631187
0.249266978066105,0.0126929955040718,0,0.22969573423926,0.508344292190563,-45.4374999964562
0.328879925955117,0.00862316590826447,0,0.188508618095838,0.47398829004078,-45.3749999964625
0.273664430618016,0.00322715235986198,0,0.198449100971299,0.524659316050823,-45.3124999964687
0.310495225543921,0.00573398744867387,0,0.179015520800997,0.504755266206408,-45.2708333298062
0.326668478548363,0.00932588477639781,0,0.202341077153331,0.461664559521909,-45.2291666631437
0.325800173845152,0.0105789995696589,0,0.178604380998426,0.485016445586764,-45.1874999964813
0.358040162354849,0.00860861909225265,0,0.178441665834316,0.454909552718582,-45.1249999964875
0.408079091705924,0.00877492483638521,0,0.171822556868294,0.411323426589397,-45.0624999964937
0.338254910482521,0.00478847718634301,0,0.227673247329353,0.429283365001783,-45.0208333298312
0.350245157489259,0.00926078228675904,0,0.2361003799471,0.404393680276882,-44.9791666631687
0.397115230449962,0.0275913678843432,0,0.252272453241795,0.3230209484239,-44.9374999965062
0.397331886654082,0.0177229087404482,0,0.239053783594876,0.345891421010594,-44.8749999965125
0.397688425354779,0.0124033162841487,0,0.295366675886161,0.29454158247491,-44.8124999965187
0.336920461729685,0.0157254305289081,0,0.304382923810039,0.342971183931369,-44.7708333298562
0.331771775248039,0.0236808115621987,0.000142099423907936,0.287040575196961,0.357364738568894,-44.7291666631937
0.3655685951031,0.0240945440444713,0,0.30610308348199,0.304233777370438,-44.6874999965312
0.313431832761097,0.0174371814772767,0,0.365294097061493,0.303836888700133,-44.6249999965375
0.378085409570663,0.0144900824720201,0,0.239526823572459,0.367897684384858,-44.5624999965437
0.372615979976642,0.00925788678222632,0,0.272905615424039,0.345220517817093,-44.5208333298812
0.332994538692097,0.0062632797266819,0,0.317117504830456,0.343624676750765,-44.4791666632187
0.279848695634869,0.00909008863152717,0,0.333593876939232,0.377467338794372,-44.4374999965562
0.341520372115115,0.00697484279853061,0,0.256304251210755,0.395200533875599,-44.3749999965625
0.296145944056188,0.0149512672599808,0,0.284499813492731,0.4044029751911,-44.3124999965687
0.359761560878592,0.0101126952206593,0,0.254190810072351,0.375934933828398,-44.2708333299062
0.362629345518228,0.00582181017562946,0,0.2709683113377,0.360580532968443,-44.2291666632437
0.36046175390581,0.00651142658082661,0,0.274355775040345,0.358671044473018,-44.1874999965812
0.344795870704767,0.00365655612820702,0,0.276452657687546,0.37509491547948,-44.1249999965875
0.307288865621461,0.00723497348749733,0,0.254096950970084,0.431379209920958,-44.0624999965937
0.335780232147558,0.0101406626219213,0,0.322001545654519,0.332077559576002,-44.0208333299312
0.312122005045182,0.00450122209829761,0,0.380964725293811,0.302412047562709,-43.9791666632687
0.32193810287345,0.00434155736938839,0.000330826242293203,0.318654639065132,0.354734874449736,-43.9374999966062
0.336441454842165,0.0148555557298473,0,0.327383585120119,0.321319404307869,-43.8749999966125
0.398864797400675,0.020766965438859,0,0.242799277820777,0.337568959339689,-43.8124999966187
0.395737100456024,0.0227207669574876,0,0.206678614258346,0.374863518328143,-43.7708333299562
0.409535665164079,0.015348067722424,0,0.283724402616381,0.291391864497116,-43.7291666632937
0.416654655377112,0.00899757514136747,0,0.29445123297959,0.27989653650193,-43.6874999966312
0.389158980663811,0.00524605418209337,0,0.34442512037165,0.261169844782445,-43.6249999966375
0.396307429961697,0.00357783187038072,0,0.365738257604298,0.234376480563624,-43.5624999966437
0.314132262722961,0.0035924853364922,0,0.371171452023666,0.31110379991688,-43.5208333299812
0.280643570670978,0.00033371097005364,0,0.473027004266364,0.245995714092604,-43.4791666633188
0.261402125678758,0.00126999350596968,0,0.511916974600876,0.225410906214397,-43.4374999966562
0.227844613915213,0.00307101702671854,0,0.525669502578989,0.24341486647908,-43.3749999966625
0.197045001290294,0.00216602152877884,0,0.576221281157213,0.224567696023714,-43.3124999966687
0.176473736022913,0.0038978529888278,0,0.592054219749096,0.227574191239164,-43.2708333300062
0.15924659755471,0.00208556297895244,0,0.57608680083964,0.262581038626697,-43.2291666633437
0.13417214501229,0.00245633929129534,0.000268978609014588,0.619072015193064,0.244030521894336,-43.1874999966812
0.126809994195428,0.00189679269478419,8.99663497312365e-05,0.627375368586388,0.243827878173669,-43.1249999966875
0.126038650395154,0.00186219869003713,0,0.663823671170635,0.208275479744174,-43.0624999966937
0.126811171339797,0.00117947210348804,0,0.628499013464599,0.243510343092116,-43.0208333300312
0.117053032789447,0.00331211095881202,0,0.642871099592213,0.236763756659528,-42.9791666633687
0.138870302590853,0.0039173503857074,0,0.654752082275842,0.202460264747597,-42.9374999967062
0.134451170554885,0.00271392740315357,0,0.627317780108444,0.235517121933517,-42.8749999967125
0.131839049250515,0.00471900912339663,0,0.655515993478481,0.207925948147607,-42.8124999967187
0.134536509211386,0.00377001827767847,0,0.637163033220802,0.224530439290134,-42.7708333300562
0.126480984662365,0.00310916337688665,0,0.611616610420223,0.258793241540526,-42.7291666633937
0.161649332300743,0.00266990639260421,0,0.570733854846361,0.264946906460292,-42.6874999967312
0.152540228005288,0.00286231893904567,0,0.635834104139325,0.208763348916341,-42.6249999967375
0.114060184754171,0.00286216855964558,0,0.681634040633071,0.201443606053113,-42.5624999967437
