"igbp_indx","mon_flip","season_indx","Reco","GPP_mean","TA_era5","TS_era5"
21,1,4,1.35552662037037,0.664164920412003,-2.83299154824201,-0.191264812440776
21,1,4,1.10111400462963,0.664164920412003,-6.6772359990977,-0.363191485785592
21,1,4,1.17941309799383,0.664164920412003,-5.34234261176031,-2.89008265279388
21,1,4,1.19195746527778,0.664164920412003,-6.10396848140364,-1.92888326944821
21,1,4,1.30977864583333,0.568932836949826,-4.16727050094093,-0.408364959162282
21,1,4,1.48427854938272,0.568932836949826,-1.59121914389077,-0.878451416488398
21,1,4,0.955279706790123,0.568932836949826,-7.52904721956559,-2.15252168205318
21,1,4,0.808482349537037,0.568932836949826,-10.9432556940065,-4.47330887678035
21,1,4,0.698259066358025,0.589005092829465,-10.1287884454546,-4.5400289081821
21,1,4,0.800855758101852,0.589005092829465,-7.00602680119542,-4.79843900753096
21,1,4,0.875627170138889,0.589005092829465,1.88880210738198,-0.453389835587068
21,1,4,0.576367428626543,0.589005092829465,-0.0814849666504879,0.601351328977761
21,1,4,0.739997347608025,0.611276100538671,3.74316584628949,-0.9869271913732
21,1,4,0.718491271219136,0.611276100538671,8.25154587081767,2.66439711063961
21,1,4,0.58859302662037,0.611276100538671,4.99907024732558,2.86099087799932
21,1,4,0.512969232253086,0.611276100538671,4.26905362630585,2.83669527636416
21,1,4,0.509031394675926,0.756726970188319,4.16357568003488,2.87837672137126
21,1,4,0.541143904320988,0.756726970188319,7.01462067305881,5.10569643335523
21,1,4,0.524704137731482,0.756726970188319,4.97572173106365,4.4905050525017
21,1,4,0.547458285108025,0.756726970188319,7.76928295013279,6.95112197896393
21,1,4,0.523317418981481,0.759915178716182,6.24671391599999,7.10729737540767
21,1,4,0.726345244984568,0.759915178716182,7.25015395113962,5.96362093513249
21,1,4,0.839104456018518,0.759915178716182,12.0635666384113,9.22101471766639
21,1,4,0.762503858024691,0.759915178716182,6.2500591712539,7.38405919831582
21,1,4,0.828580488040123,0.757578540928661,4.21416413193572,4.94075381674958
21,1,4,0.904527874228395,0.757578540928661,2.12044396608581,3.88237202686327
21,1,4,1.3146484375,0.757578540928661,7.42752075011177,6.06295799747563
21,1,4,0.853192756558642,0.757578540928661,0.767458892171196,3.96380315650282
21,1,4,0.73603515625,-0.398753618174232,-5.52291812495559,1.66077329752734
21,1,4,0.71798152970679,-0.398753618174232,-7.81844593428574,2.38377176698214
21,1,4,0.901422646604938,-0.398753618174232,-10.3541494167429,1.77786769562217
21,2,4,1.13471788194444,-0.398753618174232,-2.26121986431106,1.07391050897168
21,2,4,1.21668981481481,-0.399502610508353,0.296269495603596,1.2882162550922
21,2,4,1.18935233410494,-0.399502610508353,-2.73967570524993,1.04085544885211
21,2,4,1.27813512731481,-0.399502610508353,1.69853936106127,1.61699999338632
21,2,4,1.36785373263889,-0.399502610508353,2.1228986107706,3.13569227669789
21,2,4,1.34149353780864,0.612195217758418,1.57344968545466,3.22918877191364
21,2,4,1.35204595871914,0.612195217758418,2.0119936454607,3.15748358581905
